topic,ask_code,en,ko,ru,zh,mn,note
vq3,vq095,distance,거리(距離),расстояние,距离,зай,
vq1,vq094,length,길이,длина,长短,урт,
vq1,vq093,width/breadth,너비/폭,ширина,幅(宽幅的布的+),өргөн,
vq3,vq092,zero,영,"ноль, нуль",零(一百零二的+),тэг,
vq3,vq133,times,번/배(倍),раз,,дахин,
vq3,vq091,time (eg. three times),번/차례/횟수,,趟/次,удаа,
vq3,vq090,one pair,한 쌍,одна пара,一双,,
vq3,vq089,"couple, pair",짝/쌍,пара,对儿/套/双,хос,
vq3,vq088,very small amount,아주 적다,очень мало,很少/一点儿,маш бага,
vq2,vq087,a lot,아주 많다,очень много,许多,маш олон,
vq1,vq086,some,조금,немного,一些/一点儿,"бага, жаахан",
vq1,vq085,little,적다,мало,少,цөөн,
vq1,vq084,"many, much",많다,много,多(太多了的+),олон,
vq1,vq083,all,모두/다,"всё, все",都/全,бүгд,
vq2,vq082,two sixths,육분의 이,две шестых,六分之二,зургааны хоёр,
vq2,vq081,"quarter, one fourth",사분의 일,(одна) четверть,四分之一,дөрөвний нэг,
vq2,vq080,one third,삼분의 일,(одна) треть,三分之一,гуравны нэг,
vq1,vq079,half,절반,половина,一半儿,хагас,
vq2,vq078,divide into halves,반분하다,делить пополам,对半分,хагаслах,
vq1,vq077,less than,이하(10+),меньше 10,以下,арваас доош,
vq1,vq076,more than,이상(10+),больше 10,以上,арваас дээш,
vq2,vq075,more than forty,사십 여,сорок с лишним,四十多,дөчөөд,
vq2,vq074,more than thirty,삼십 여,тридцать с лишним,三十多,гучаад,
vq2,vq073,more than twenty,이십 여,двадцать с лишним,二十多,хориод,
vq2,vq072,in groups of three,세 개씩,по три,各三个,гурав гурваар,
vq1,vq071,in groups of two,두 개씩,по два,各两个,хоёр хоёроор,
vq1,vq070,one by one,한 개씩,по одному,各一个,нэг нэгээр,
vq2,vq069,twice,곱,дважды,倍(2倍的+),дахин,
vq2,vq068,three times,세 번,три раза,三次,гурван удаа,
vq1,vq067,twice,두 번,два раза,两次,хоёр удаа,
vq1,vq066,once,한 번,(один) раз,一次,нэг удаа,
vq2,vq065,three persons,세 사람,три человека,仨人/三个人,гурван хүн,
vq2,vq064,two persons,두 사람,два человека,两个人/俩人,хоёр хүн,
vq1,vq063,one person,한 사람,один человек,一个人,нэг хүн,
vq1,vq062,the last,마지막,последний,最后,сүүлчийн,
vq2,vq061,the next,다음 번,следующий,下次,дараагийн,
vq2,vq060,fortieth,마흔번째,сороковой,第四十,дөчдүгээр,
vq2,vq059,thirtieth,서른번째,тридцатый,第三十,гучдугаар,
vq2,vq058,twentieth,스무번째,двадцатый,第二十,хорьдугаар,
vq2,vq057,eleventh,열한번째,одиннадцатый,第十一,арван нэгдүгээр,
vq2,vq056,tenth,열번째,десятый,第十,аравдугаар,
vq2,vq055,fifth,다섯째,пятый,第五,тавдугаар,
vq2,vq054,forth,넷째,четвёртый,第四,дɵрɵвдүгээр,
vq2,vq053,third,셋째,третий,第三,гуравдугаар,
vq1,vq052,second,둘째,второй,第二,хоёрдугаар,
vq1,vq051,first,첫째,первый,第一,нэгдүгээр,
vq2,vq050,what (order),몇 번째,какой по порядку,第几,хэддүгээр,
vq1,vq049,"how many, how much",얼마,сколько,多少(多少人的+),хичнээн,
vq1,vq048,how many,몇 개,сколько штук,几个,хэдэн,
vq2,vq047,ten billion,백억,десять миллиардов,一百亿,"зуун дүнчүүр, их тэрбум",
vq2,vq046,billion,십억,миллиард,十亿,тэрбүм,
vq2,vq045,hundred million,억,сто миллионов,一亿,"зуун сая, дүнчүүр",
vq2,vq044,ten million,천만,десять миллионов,一千万,арван сая,
vq2,vq043,million,백만,миллион,一百万,сая,
vq2,vq042,hundred thousand,십만,сто тысяч,十万,"зуун мянга, арван түм, бум",
vq1,vq041,ten thousand,만,десять тысяч,一万,"арван мянга, түм",
vq2,vq040,three thousand,삼천,три тысячи,三千,гурван мянга,
vq2,vq039,two thousand,이천,две тысячи,两千,хоёр мянга,
vq1,vq038,thousand,천(千),тысяча,一千,мянга,
vq2,vq037,three hundred,삼백,триста,三百,гурван зуу,
vq2,vq036,two hundred,이백,двести,二百,хоёр зуу,
vq1,vq035,hundred,백,сто,一百,зуу,
vq1,vq034,ninety,구십,девяносто,九十,ер,
vq1,vq033,eighty,팔십,восемьдесят,八十,ная,
vq1,vq032,seventy,칠십,семьдесят,七十,дал,
vq1,vq031,sixty,육십,шестьдесят,六十,жар,
vq1,vq030,fifty,오십,пятьдесят,五十,тавь,
vq1,vq029,forty,사십,сорок,四十,дөч,
vq1,vq028,thirty,삼십,тридцать,三十,гуч,
vq2,vq027,twenty one,이십일,двадцать один,二十一,хорин нэг,
vq1,vq026,twenty,이십,двадцать,二十,хорь,
vq2,vq025,nineteen,십구,девятнадцать,十九,арван ес,
vq2,vq024,eighteen,십팔,восемнадцать,十八,арван найм,
vq2,vq023,seventeen,십칠,семнадцать,十七,арван долоо,
vq2,vq022,sixteen,십육,шестнадцать,十六,арван зургаа,
vq1,vq021,fifteen,십오,пятнадцать,十五,арван тав,
vq2,vq020,fourteen,십사,четырнадцать,十四,арван дөрөв,
vq1,vq019,thirteen,십삼,тринадцать,十三,арван гурав,
vq2,vq018,twelve,십이,двенадцать,十二,арван хоёр,
vq2,vq017,eleven,십일,одиннадцать,十一,арван нэг,
vq1,vq016,ten,십,десять,十,арав,
vq1,vq015,nine,구,девять,九,ес,
vq1,vq014,eight,팔(八),восемь,八,найм,
vq1,vq013,seven,칠,семь,七,долоо,
vq1,vq012,six,육,шесть,六,зургаа,
vq1,vq011,five,오,пять,五,тав,
vq1,vq010,four,사,четыре,四,дөрөв,
vq1,vq009,three,삼,три,三,гурав,
vq1,vq008,two,이(二),два,二,хоёр,
vq1,vq007,one,일(一),один,一,нэг,
vq2,vq006,"amount, quantity",양(量),количество,数量,тоо хэмжээ,
vq2,vq005,number,수,число,数(数量的+),тоо,
vq3,vq004,number,"번호(방+, 열차+)",,号(房间号),,
vq3,vq003,number,"번호(전화+, 비밀+)",,号码(电话号码),,
vq2,vq002,number,번호,номер,号/号码,дугаар,
vq2,vq001,figure,숫자,цифра,数字,тоон тэмдэг,
vd3,vd079,entrance,입구,вход,入口,орц,
vd3,vd078,"exit, way out",출구,выход,出口(紧急出口的+),гарц,
vd3,vd077,curve,곡선,кривая линия,曲线,муруй зураас,
vd3,vd076,straight line,직선,прямая линия,直线,шулуун шугам,
vd2,vd075,angle,각,угол (напр. прямой угол),角(直角的+),өнцөг,
vd2,vd074,corner,모퉁이,угол (напр. на углу улиц),角儿(墙角儿的+),булан,
vd2,vd073,corner,구석,угол (напр. в углу комнаты),角落,өнцөг,
vd2,vd072,top,꼭대기/정상,вершина,顶(屋顶的+),орой,
vd2,vd071,"on the way, half way",도중에/중도에,по дороге,半道儿上,зам зуур,
vd2,vd070,direction,방향,направление,方向,зүг чиг,
vd2,vd069,"boundary, border",경계,граница,边界,хил хязгаар,
vd2,vd068,"point, dot",점,точка,点儿(斑点儿的+),цэг тэмдэг,
vd3,vd067,triangle,삼각형,треугольник,三角形,гурвалжин хэлбэр,
vd3,vd066,(regular) square,정방형,квадрат,正方形,шоо дөрвөлжин хэлбэр,
vd2,vd065,mark,표시,отметка,标志,тэмдэг,
vd2,vd064,line,선(線),линия,线(一条线的+),шугам,
vd2,vd063,circle,동그라미,круг,圆(围成一个圆的+),дугуй,
vd2,vd062,"floor, ground, bottom",바닥,дно,底(井底的+),ёроол,
vd3,vd061,at ones back,배후에,за спиной,背后,ар талд,
vd3,vd060,"inside, reverse side",이면(裏面),"изнанка, обратная сторона",反面,дотоод тал,
vd3,vd059,"face, surface",겉,лицевая сторона,表面,гадна тал,
vd2,vd058,around,~주위에,вокруг,在～周围(在党的周围的+),эргэн тойронд,
vd3,vd057,circumference,주위,окружность,周围,эргэн тойрон,
vd2,vd056,"end, point, tip",끝(尖),кончик,尖儿(树尖儿的+),үзүүр,
vd2,vd055,shape,모양,вид,样子,янз,
vd2,vd054,form,형태,"форма, образ",形态,хэлбэр,
vd2,vd053,"end, edge",가장자리,край,边儿/端,зах,
vd2,vd052,near,가까이,близко,近(贴近点儿的+),ойр,
vd2,vd051,nearby,부근,поблизости,附近,ойр хавь,
vd2,vd050,opposite side,맞은편,напротив,对面,нөгөө тал,
vd1,vd049,backward,뒤로,назад,往后,хойш,
vd1,vd048,forward,앞으로,вперёд,往前,урагш,
vd1,vd047,behind a house,집 뒤,за домом,房后,гэрийн ар,
vd1,vd046,in the front of a house,집 앞,перед домом,房前,гэрийн урд,
vd1,vd045,back,뒤/뒤쪽,сзади,后面/后边,хойд,
vd1,vd044,front,앞/앞쪽,впереди,前面/前边,өмнө,
vd2,vd043,everywhere,곳곳,"везде, всюду",到处,газар газар,
vd2,vd042,here and there,여기저기,там и сям,处处/各处,энд тэнд,
vd2,vd041,"away, that way",저쪽/그쪽,та сторона,那边,тэр зүг,
vd2,vd040,this way,이쪽,эта сторона,这边,энэ зүг,
vd1,vd039,that way,저리로,туда,往那边,тийшээ,
vd1,vd038,this way,이리로,сюда,往这边,ийшээ,
vd1,vd037,there,저기/거기,там,那里,тэнд,
vd1,vd036,here,여기,здесь,这里,энд,
vd1,vd035,on the right,오른쪽에,справа,在右边,баруун талд,
vd1,vd034,on the left,왼쪽에,слева,在左边,зүүн талд,
vd1,vd033,to the right,오른쪽으로,направо,往右,баруун тийш,
vd1,vd032,to the left,왼쪽으로,налево,往左,зүүн тийш,
vd3,vd031,right side/direction,오른쪽,правая сторона,右边,баруун тал,
vd3,vd030,left side/direction,왼쪽,левая сторона,左边,зүүн тал,
vd2,vd029,right,오른,правый,右(右边的+),баруун,
vd2,vd028,left,왼,левый,左(左边的+),зүүн,
vd2,vd027,down,아래로,вниз ,往下,доош,
vd2,vd026,up,위로,вверх,往上,дээш,
vd1,vd025,under,아래(다리+),под мостом,下(大桥下的+),доор,
vd1,vd024,above,위(집+),над домом,上(屋顶上的+),дээр,
vd3,vd023,below,아래쪽,внизу,下边,доош,
vd3,vd022,above,위쪽,вверху,上边,дээш,
vd1,vd021,close by,곁(내+),рядышком со мной,近旁,дэргэд,
vd1,vd020,"by, beside",옆(집+),рядом с домом,旁边,хажуу,
vd1,vd019,between,사이(집과 학교+),между домом и школой,之间(学校和家之间的+),хооронд,
vd2,vd018,middle,중간,середина,中间,дундад,
vd2,vd017,center,중심/중앙,центральная часть,中心/中央,төв,
vd1,vd016,center,가운데,в центре,中(中间的+),дунд,
vd2,vd015,out of,밖으로,наружу,往外,гадагш,
vd2,vd014,into,안으로,внутрь,往里,дотогш,
vd3,vd013,outside,바깥쪽,внешняя часть,外面,гадна,
vd3,vd012,inner part,속/안쪽/내측,внутренняя часть,里边/里面,доторхи,
vd3,vd011,inside,안/내부,внутренность,内/内部,дотоод,
vd1,vd010,outside,밖(집+에),вне дома,外(门外的+),гадна,
vd1,vd009,in,안(집+에),в доме,里(家里的+),дотор,
vd3,vd008,to (direction),~쪽으로,в сторону чего-л.,向/上/朝(向北边儿走的+),уруу,
vd2,vd007,"one side, one party",한쪽,одна сторона,一方,нэг тал,
vd2,vd006,both sides,양쪽/쌍방,обе стороны,两边/双方,хоёр тал,
vd2,vd005,side,~쪽,сторона,边儿(左边儿的+),зүг,
vd1,vd004,north,북(北),север,北(东西南北的+),"хойд, умар",
vd1,vd003,south,남,юг,南(东西南北的+),"өмнө, урд",
vd1,vd002,west,서,запад,西(东西南北的+),"баруун, өрнө",
vd1,vd001,east,동(東),восток,东(东西南北的+),"зүүн, дорно",
vj2,vj015,coal,석탄,уголь,煤(煤炭的+),нүүрс,
vj2,vj014,,청동,бронза,青铜,хүрэл,
vj2,vj013,tin,주석(朱錫),олово,锡(锡箔的+),цагаан тугалга,
vj2,vj012,red copper,적동(赤銅),красная медь,红铜,улаан зэс,
vj2,vj011,glass,유리,стекло,玻璃,шил,
vj2,vj010,agate,마노,агат,玛瑙,мана,
vj2,vj009,jade,옥,яшма,玉,хаш чулуу,
vj2,vj008,treasure,보배,сокровище,宝物(贵重的物品）,эрдэнэ,
vj2,vj007,lead,납,свинец,铅(铅笔铅的+),тугалга,
vj2,vj006,steel,강철,сталь,钢(钢铁的+),ган төмөр,
vj1,vj005,iron,쇠,железо,铁(铁棍的+),төмөр,
vj1,vj004,copper,동(銅),медь,铜(铜器的＋),зэс,
vj1,vj003,silver,은,серебро,银(银子的+),мөнгө,
vj1,vj002,gold,금,золото,金(金子的+),алт,
vj2,vj001,jewel,보석,драгоценный камень,宝石,эрдэнийн чулуу,
vv2,vv030,bud,꽃봉오리,бутон,花骨朵儿,цэцгийн булцуу,
vv2,vv029,sprout,싹,росток,芽(发芽的+),соёо,
vv1,vv028,branch,나뭇가지,ветка,树枝,модны мөчир,
vv1,vv027,leaf,잎,листья,叶子,навч,
vv1,vv026,seed,종자,семя,种子,үр,
vv1,vv025,flower,꽃,цветок,花(玫瑰花的+),цэцэг,
vv2,vv024,thorn,가시(식물의+),шип,刺儿(玫瑰刺儿的+),өргөс,
vv2,vv023,"ear, head",이삭,колос,穗(麦穗的+),тариан түрүү,
vv2,vv022,vine,덩굴/넝쿨,лоза,蔓(瓜蔓的+),мөлхөө,
vv1,vv031,(type of moss),흰 이끼(겨울철 사슴의 먹이),ягель (белый мох),白苔藓,,
vv1,vv021,moss,이끼,мох,苔藓,хөвд,
